title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
"Rice-root, 1960 [5]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-006",99-271-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669838553,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/778,778,731.jpg,/spec_kl/image/731.jpg,spec_kl778
"Rice-root, 1960 [6]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-008",99-271-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669842260,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/780,780,733.jpg,/spec_kl/image/733.jpg,spec_kl780
River and dam scene [1],Image of unidentified dam and river.,"Laughlin, Kyle (1905-1984)",1960,y,,rivers;dams,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Rivers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 868, Negative 99-868-002",99-868-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842320,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1411,1411,1412.jpg,/spec_kl/image/1412.jpg,spec_kl1411
River and dam scene [2],Image of unidentified dam and river.,"Laughlin, Kyle (1905-1984)",1960,y,,rivers;dams,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Rivers--Idaho; Dams--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 868, Negative 99-868-004",99-868-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669843072,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1413,1413,1414.jpg,/spec_kl/image/1414.jpg,spec_kl1413
River scenes,Image of unidentified river.,"Laughlin, Kyle (1905-1984)",1960,y,,rivers,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Rivers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 867, Negative 99-867-002",99-867-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842687,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1408,1408,1409.jpg,/spec_kl/image/1409.jpg,spec_kl1408
"Rock Island Dam on Columbia River (Wash.), 1960 [1]",Rock Island Dam on the Columbia River in Chelan County Washington.,"Laughlin, Kyle (1905-1984)",1960,,,dams,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Dams -- Washington (State); Columbia River;",,Washington;Chelan County,United States--Washington--Chelan County,Rock Island Dam,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 272, Negative 99-272-005",99-272-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,47.341098,-120.094666,669838557,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/789,789,742.jpg,/spec_kl/image/742.jpg,spec_kl789
"Rock Island Dam on Columbia River (Wash.), 1960 [2]",Rock Island Dam located on the Columbia River in Chelan County Washington.,"Laughlin, Kyle (1905-1984)",1960,,,dams,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Dams -- Washington (State); Columbia River;",,Washington;Chelan County,United States--Washington--Chelan County,Rock Island Dam,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 272, Negative 99-272-006",99-272-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,47.341098,-120.094666,669840370,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/790,790,743.jpg,/spec_kl/image/743.jpg,spec_kl790
"Rogersburg (Wash.), 1944","Aerial view of Rogersburg, Washington.","Laughlin, Kyle (1905-1984)",1944-08-27,,,aerial photography;canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Washington (State) -- Photographs; Aerial photography -- Washington (State); Hells Canyon (Idaho and Or.); Snake River (Wyo.-Wash.); Canyons -- Washington;",,Washington;Asotin County;Rogersburg,United States--Washington--Asotin County--Rogersburg,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet G-002, Slide 99-G-002-009",99-G-002-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.753503,-116.553268,669842240,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/669,669,1039.jpg,/spec_kl/image/1039.jpg,spec_kl669
Roy Kayler,Roy Kayler,"Laughlin, Kyle (1905-1984)",1949,y,,groups of people;studio portraits,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 817, Negative 99-817-003",99-817-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669842363,2009-10-14,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1294,1294,1295.jpg,/spec_kl/image/1295.jpg,spec_kl1294
"Saint Joe River (Idaho), 1946",Image shows the St. Joe River and surrounding hills.,"Laughlin, Kyle (1905-1984)",1946,,,rivers;trees,"Rivers -- Idaho; Saint Joe River (Idaho); Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Rivers--Idaho;,Idaho;Kootenai County,United States--Idaho--Kootenai County,Harrison,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 842, Negative 99-842-004",99-842-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,47.339024,-116.527863,669842416,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1340,1340,1341.jpg,/spec_kl/image/1341.jpg,spec_kl1340
"Salmon Falls (Idaho), 1960",Aerial view of Lower Salmon Falls,"Laughlin, Kyle (1905-1984)",1960,,,aerial photography,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho;",,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 293, Negative 99-293-003",99-293-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,42.019568,-114.717951,669840412,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/921,921,874.jpg,/spec_kl/image/874.jpg,spec_kl921
