title,description,creator,contributors,source,date,date is approximate,subject,location,latitude,longitude,identifier,rights,rightsstatement,type,format,format-original,language,file name,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Three young couples,"Durell Nirk married to Mary Bysegger Nirk, Charles Bysegger married to Rose Katsenberger Bysegger, Edd Soncarty married to Ida Bysegger Soncarty. Mary, Charles, and Ida were all siblings.",,"Soncarty, Virginia",,1920-01-01,yes,families,United States -- Idaho -- Latah County -- Elmore,47.028343,-116.886788,CH_SoncartyV_038,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/372,372,373.jp2,/lcheritage/image/373.jp2,lcheritage372
Lowell Soncarty with horses,Lowell stands beside Rocket the horse with 5 day old colt,,"Soncarty, Virginia",,1945-01-01,yes,horses; barns,United States -- Idaho -- Latah County -- Elmore,47.029045,-116.886773,CH_SoncartyV_039,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/373,373,374.jp2,/lcheritage/image/374.jp2,lcheritage373
Men playing cards,"Posed photo with caption """"tough guys."""" John, Paul and August Leistner. Likely in kitchen at old Bysegger homestead.",,"Soncarty, Virginia",,1910-01-01,yes,men; card games,United States -- Idaho -- Latah County -- Potlatch,46.923208,-116.931311,CH_SoncartyV_040,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/374,374,375.jp2,/lcheritage/image/375.jp2,lcheritage374
Bysegger Survey Crew,N.G.S. Topgraphical party led by Fred Bysegger.,,"Soncarty, Virginia",,1910-01-01,yes,horses; carts; forests,United States -- Idaho -- Latah County -- Potlatch,47.050772,-116.906505,CH_SoncartyV_041,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/375,375,376.jp2,/lcheritage/image/376.jp2,lcheritage375
Willie Bysegger herding sheep,On the Bysegger homestead,,"Soncarty, Virginia",,1900-01-01,yes,homesteads; sheep (Ovis aries),United States -- Idaho -- Latah County -- Onaway,46.928806,-116.893486,CH_SoncartyV_042,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/376,376,377.jp2,/lcheritage/image/377.jp2,lcheritage376
Fred Bysegger,Fred Bysegger plowing with two horse team.,,"Soncarty, Virginia",,1910-01-01,yes,horses; fields,United States -- Idaho -- Latah County -- Onaway,46.928895,-116.894011,CH_SoncartyV_043,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/377,377,378.jp2,/lcheritage/image/378.jp2,lcheritage377
Bysegger haying crew,"The Bysegger haying crew, outside of Potlatch, Idaho.",,"Soncarty, Virginia",,1910-01-01,yes,horses; hay; forests,United States -- Idaho -- Latah County -- Onaway,46.923402,-116.888474,CH_SoncartyV_044,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/378,378,379.jp2,/lcheritage/image/379.jp2,lcheritage378
Bysegger family,"Names read as subjects appear, left to right: Fred, John, Charlie, and Willie. Emma, Ida and Grandpa Bysegger. Grandma Bysegger. Ida on her father's lap. Mary and Clara on her mother's lap. Eddie in additional picture c. 1905.",,"Soncarty, Virginia",,1900-01-01,yes,families; portraits,United States -- Idaho -- Latah County -- Potlatch,46.921918,-116.900861,CH_SoncartyV_045,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/379,379,380.jp2,/lcheritage/image/380.jp2,lcheritage379
Bysegger custom threshing crew,The Bysegger threshing crew with an erected wooden structure in the background.,,"Soncarty, Virginia",,1900-01-01,yes,threshing; fields,United States -- Idaho -- Latah County -- Onaway,46.931113,-116.892742,CH_SoncartyV_046,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/380,380,381.jp2,/lcheritage/image/381.jp2,lcheritage380
Then and now picture of barn in northern Latah County,"Barn near Freeze Church in northern Latah County. Black and white photo with Bysegger threshing crew, modern photo with Norman Soncarty and his 1997 Chevy truck, taken by Virginia Soncarty.",,"Soncarty, Virginia",,1900-01-01,yes,barns; threshing; fields,United States -- Idaho -- Latah County -- Freeze,46.967604,-116.951668,CH_SoncartyV_048,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/381,381,382.jp2,/lcheritage/image/382.jp2,lcheritage381
Bysegger custom threshing crew,The Bysegger threshing crew bringing in freshly threshed wheat and grain to be stored.,,"Soncarty, Virginia",,1900-01-01,yes,threshing; fields,United States -- Idaho -- Latah County -- Onaway,46.92827,-116.893636,CH_SoncartyV_047,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/382,382,383.jp2,/lcheritage/image/383.jp2,lcheritage382
Bucket of Blood Bar,"Cabin originally on summit of Mineral Mountain on Hwy 95 (pictured at original site), then moved to Skyline Drive when road was widened in 2000s. Was a tavern known for being rowdy, named for the many fights that occured there. Now in ruins. Likely built during Prohibition.",,"Soncarty, Virginia",,2003-01-01,yes,log cabins,United States -- Idaho -- Latah County -- Potlatch,47.060675,-116.938857,CH_SoncartyV_049,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/383,383,384.jp2,/lcheritage/image/384.jp2,lcheritage383
Soncarty's logging,Edd Soncarty with sons Lowell and Norman. Cutting timber for home. Milled on site.,,"Soncarty, Virginia",,1935-01-01,yes,families; timber,United States -- Idaho -- Latah County -- Elmore,47.031642,-116.891395,CH_SoncartyV_050,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/384,384,385.jp2,/lcheritage/image/385.jp2,lcheritage384
Putting on a play at the Grange,The Mountain Home Grange Hill-Sillies Band put on a show. Grandma Ida Soncarty in the band.,,"Soncarty, Virginia",,1950-01-01,yes,bands; showings,United States -- Idaho -- Latah County -- Potlatch,46.921437,-116.900893,CH_SoncartyV_051,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/385,385,386.jp2,/lcheritage/image/386.jp2,lcheritage385
Friends,"Edd Soncarty, Durell Nirk in WWI uniform, and George Teas",,"Soncarty, Virginia",,1917-01-01,yes,men; uniforms,United States -- Idaho -- Latah County -- Potlatch,46.921891,-116.902614,CH_SoncartyV_052,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/386,386,387.jp2,/lcheritage/image/387.jp2,lcheritage386
Potlatch Confectionery,"Interior view of store. Caption on back reads """"Virginia Anna Cooper working at Potlatch Confectionery. The day before I took a week off to get married. Peal Cone sneaked up to take may picture. I was trying to get away from her."""" Virginia Soncarty worked there 1955 to 1957. Located where Harvest Foods is in 2017. Small diner with soda bar, dining area, and bar in the back. Closed in mid-1970s. Not owned by the Potlatch Company, which was unusual.","Cone, Pearl","Soncarty, Virginia",,1956-01-01,yes,businesses; stores,United States -- Idaho -- Latah County -- Potlatch,46.922305,-116.900647,CH_SoncartyV_001,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/387,387,388.jp2,/lcheritage/image/388.jp2,lcheritage387
Soncarty home,"Ed Soncarty home, about 8 miles north of Potlatch along Hwy 95. Ed purchased the home for $9.45, the amount of the delinquent tax bill of the former owner.",,"Soncarty, Virginia",,1950-01-01,yes,houses; fields,United States -- Idaho -- Latah County -- Freeze,46.974159,-116.922647,CH_SoncartyV_003,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/388,388,389.jp2,/lcheritage/image/389.jp2,lcheritage388
Potlatch Confectionery,Interior view of diner. Norman Socarty dating Virginia Cooper. December Christmas party at Potlatch Confectionery where Gin worked.,,"Soncarty, Virginia",,1955-01-01,yes,businesses; diners,United States -- Idaho -- Latah County -- Potlatch,46.922382,-116.900647,CH_SoncartyV_002,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/389,389,390.jp2,/lcheritage/image/390.jp2,lcheritage389
Edd and Ida Soncarty Wedding,"Edward Oscar Soncarty and Ida Matilda Byegger's Wedding at Colfax, WA Presbyterian Church.",,"Soncarty, Virginia",,1921-01-01,yes,weddings; couples,United States -- Washington -- Whitman County -- Colfax,46.875001,-117.359173,CH_SoncartyV_006,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-05-09,2017-05-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/390,390,391.jp2,/lcheritage/image/391.jp2,lcheritage390
