file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,Sandpoint from the Train,,"A grey and dull view of Sandpoint, ID from the water as the train passes by. Writing under the photo reads: 'Sandy Point, Idaho'.",1938-01-01,y,,,lakes (bodies of water); cities,,"Sandpoint, Idaho",48.2765,-116.5455,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal023d,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/800,800,801.jpg,/cccidaho/image/801.jpg,cccidaho800
,River from the Train,,"A photo of the river taken from a moving train in Philadelphia, Pennsylvania. Writing below the photo reads: 'Phildelphia'.",1938-01-01,y,,,rivers; railroads (infrastructure),,"Philadelphia, PA",39.9562,-75.1798,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal024a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/801,801,802.jpg,/cccidaho/image/802.jpg,cccidaho801
,Railroad Car in the City,,A view of a city with a railroad car and railroad tracks in the foreground. Writing below the photo reads: 'Altoona Wisconsin'.,1938-01-01,y,,,cities; railroad cars; railroads (infrastrucutre),,"Altoona, WI",44.8075,-91.435,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal020a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/802,802,803.jpg,/cccidaho/image/803.jpg,cccidaho802
,Automobiles Crossing a Bridge,,"A photo of several automobiles crossing over a river, via a bridge, in Philadelphia, Pennsylvania. The city can be seen through a layer of fog in the background. Writing below the photo reads: 'Phildelphia'.",1938-01-01,y,,,rivers; automobiles; bridges (built works); cities; railroads (infrastructure),,"Philadelphia, PA",39.9562,-75.1798,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal024b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/803,803,804.jpg,/cccidaho/image/804.jpg,cccidaho803
,River and City from the Train,,"A view of a bridge over a river from the train, with several buildings right on the waterfront. Faint lettering can be seen on the left building that reads: '[F]light'. Writing below the photo reads: 'Phildelphia'.",1938-01-01,y,,,rivers; bridges (built works); buildings (structures); cities,,"Philadelphia, PA",39.9562,-75.1798,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal024d,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/804,804,805.jpg,/cccidaho/image/805.jpg,cccidaho804
,CCC Man in a Tent,,A photo of a CCC man standing in a tent in front of a cot.,1938-01-01,y,,,portraits; tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal025b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/805,805,806.jpg,/cccidaho/image/806.jpg,cccidaho805
,Overview of a CCC Camp,,A photo taken from the hill above a CCC camp. Several buildings lay at the base of a valley. A road and creek can be seen meandering through the valley floor. Trees surround the camp.,1938-01-01,y,,,barracks; buildings (structures); roads; creeks (bodies of water),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal025c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/806,806,807.jpg,/cccidaho/image/807.jpg,cccidaho806
,CCC Men at Work,,"Several CCC men at work in a rocky environment. The photo is taken from above and two of the men working are posing for the camera. Tools and various supplies are strewn about the worksite, some of them in boxes.",1938-01-01,y,,,group portraits; hand tools,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal026,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/807,807,808.jpg,/cccidaho/image/808.jpg,cccidaho807
,CCC Man Getting a Hair Cut,,"Two men in a CCC camp. One is sitting in a chair, wearing a small smock, and the other man is standing next to him holding a razor or a pair of siccors to the first man's head. Writing below the photo reads: 'Red DeLarens O'Russel Vitalo Bear Our Company Barber'.",1938-01-01,y,,,group portraits,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal027a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/808,808,809.jpg,/cccidaho/image/809.jpg,cccidaho808
,Train at the Station,,"A photo of a train at the Philadelphia, Pennsylvania train station. Writing below the photo reads: 'Phildelphia'.",1938-01-01,y,,,railroad stations; railroads (infrastructure); passenger cars (railroad cars); locomotives,,"Philadelphia, PA",39.9562,-75.1798,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal024c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/809,809,810.jpg,/cccidaho/image/810.jpg,cccidaho809
,CCC Man Getting a Hair Cut,,"Two men in a CCC Camp. One is sitting on a bench, wearing a small smock, while the other straddles the bench and holds a razor or scissors to the first man's head. Writing below the photo reads: 'Red DeLarens O'Russel Vitalo Bear Our Company Barber'.",1938-01-01,y,,,group portraits,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal027b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/810,810,811.jpg,/cccidaho/image/811.jpg,cccidaho810
,Chicago from the Train Station,,"A photo of Chicago, IL taken from a split in the railroad tracks at the train station. Writing under the photo reads: 'Chicago'.",1938-01-01,y,,,cities; railroads (infrastructure),,"Chicago, IL",41.8787,-87.6389,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal028a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/811,811,812.jpg,/cccidaho/image/812.jpg,cccidaho811
,"Elgin, IL Train Station",,"A view of the train platforms at the Elgin, IL train station. Several CCC men stand on the platform and two trains can be seen on either side.",1938-01-01,y,,,group portraits; railroad cars; railroad stations,,"Elgin, IL",42.0362,-88.2862,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal028b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/812,812,813.jpg,/cccidaho/image/813.jpg,cccidaho812
,Rocky Point Lodge,,Several elderly men and women outside of the Rocky Point Lodge and the entrance sign which reads: 'Enterin[g] Heyb[urn] Sta[te] [Park]'. One of the women in the center of the photo is wearing a Forest Ranger uniform. The sign behind the lodge sign presumably reads: '[Welco]me C.C.[C.]'.,1991-01-01,y,SP-1,C-1995,group portraits; state parks; forest rangers,,Heyburn State Park; Lake Chatcolet,47.3538,-116.7725,color photograph,Idaho Civilian Conservation Corps,image/jpeg,Ron_Hise_CCC_001,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/813,813,814.jpg,/cccidaho/image/814.jpg,cccidaho813
,Indian Cliffs Trail Sign,,"Five people standing behind a sign for the Indian Cliffs trailhead. One of the men is wearing a forest ranger's uniform. The sign reads: 'CCC Nature Trail, Indian Cliffs Trail'.",1991-01-01,y,SP-1,C-1995,group portraits; forests (plant communities); trails (recreation areas); nature trails,,Heyburn State Park; Lake Chatcolet,47.3538,-116.7725,color photograph,Idaho Civilian Conservation Corps,image/jpeg,Ron_Hise_CCC_002,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/814,814,815.jpg,/cccidaho/image/815.jpg,cccidaho814
,Chatcolet Shelter,,A view of the Chatcolet Shelter built by the CCC stationed at Heyburn State Park in the 1930s.,1991-01-01,y,SP-1,C-1995,state parks; buildings (structures); shelters (single built works),,Heyburn State Park; Lake Chatcolet,47.3748,-116.7629,color photograph,Idaho Civilian Conservation Corps,image/jpeg,Ron_Hise_CCC_003,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/815,815,816.jpg,/cccidaho/image/816.jpg,cccidaho815
,Chatcolet Shelter,,A line of children can be seen moving along the grass away from the Chatcolet Shelter at Heyburn State Park. Several picnic benches are scattered across the lawn behind them.,1991-01-01,y,SP-1,C-1995,state parks; buildings (structures); shelters (single built works),,Heyburn State Park; Lake Chatcolet,47.3748,-116.7629,color photograph,Idaho Civilian Conservation Corps,image/jpeg,Ron_Hise_CCC_004,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/816,816,817.jpg,/cccidaho/image/817.jpg,cccidaho816
