title,dates,start_date,end_date,year span,description,person of interest,document type,publisher,subject,location,file type,identifier_old,identifier,source,type,format,rightsstatement,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Salmon River, Idaho: South Fork Folder",11/19/1939 - 4/26/2012,1939-11-19,2012-04-26,1939-2012,"23 pages of subject files containing and related to Salmon River, Idaho: South Fork",,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Petrographs; Salmon; Paved Roads; Jet Boats; Jet Boat Races; Payette National Forest Krassel District; U.S. Fish and Wildlife Service,Salmon River,Subject Files,Salmon_River_Idaho-South_Fork,SalmonRiverIdahoSouthFork,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1020,1020,974.pdf,/mccall/image/974.pdf,mccall1020
Science Folder,12/25/2000 - 5/24/2007,2000-12-25,2007-05-24,2000-2007,3 pages of subject files containing and related to Science,,,Idaho Statesman; The Star-News;,Archaeology; Paleontology; Meteorology; Geology; El Nino; Idaho State Historical Society; Mammoth remains; NASA tree-ring study; tectonic plate shift; Tolo Lake dig; UNAVCO;,"Tolo Lake; Grangeville, ID; McCall, ID;",Subject Files,Science,Science,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1021,1021,975.pdf,/mccall/image/975.pdf,mccall1021
Secesh Meadows Folder,9/8/1983 - 9/8/1983,1983-09-08,1983-09-08,1983-1983,1 pages of subject files containing and related to Secesh Meadows,,,Idaho Statesman;,Sesesh River; Burgdorf; Wagonwheel Tavern;,Secesh River,Subject Files,Secesh_Meadows,SeceshMeadows,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1022,1022,976.pdf,/mccall/image/976.pdf,mccall1022
Seven Devils Area Folder,6/1/1978 - 6/1/1978,1978-06-01,1978-06-01,1978-1978,15 pages of subject files containing and related to Seven Devils Area,,,High Country News;,Historic Mining Areas; Hells Canyon; Kleinschmidt Grade; Ford Brother's mill; Peacock mine; Silver King mine;,"Landore, ID; Black Lake; Cuprum, ID;",Subject Files,Seven_Devils_Area,SevenDevilsArea,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1023,1023,977.pdf,/mccall/image/977.pdf,mccall1023
Seven Devils Playwrights Conference Folder,6/16/1994 - 4/30/2017,1994-06-16,2017-04-30,1994-2017,47 pages of subject files containing and related to Seven Devils Playwrights Conference,,,Idaho Statesman; The Star-News;,Writers' Rendezvous; Shore Lodge; Student Writers; Alpine Playhouse; Playwright; Seven Devils Writer's Conference;,"McCall, ID;",Subject Files,Seven_Devils_Playwrights_Conference,SevenDevilsPlaywrightsConference,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1024,1024,978.pdf,/mccall/image/978.pdf,mccall1024
"Roseberry, Idaho Folder",1/1/1935 - 12/29/2016,1935-01-01,2016-12-29,1935-2016,"146 pages of subject files containing and related to Roseberry, Idaho",,Brochure; Personal Account; Photographs; Written History;,Idaho Statesman; The Long Valley Advocate; The Star-News;,Early Long Valley Towns; Roseberry Store; Museum; Finnish Cabins from Homesteads; A Focus on Roseberry; Long Valley Preservation Society; Finns of Long Valley;,"Roseberry, ID; Long Valley;",Subject Files,Roseberry_Idaho,RoseberryIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1025,1025,979.pdf,/mccall/image/979.pdf,mccall1025
Sharlie Folder,8/3/1944 - 1/22/2015,1944-08-03,2015-01-22,1944-2015,66 pages of subject files containing and related to Sharlie,,,Idaho Statesman; The Star-News; Time Magazine;,Payette Lake Serpent; Monster; Legends; Ice Sculptures;,"McCall, ID; Payette Lake;",Subject Files,Sharlie,Sharlie,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1026,1026,980.pdf,/mccall/image/980.pdf,mccall1026
Shavers Folder,11/2/1995 - 11/2/1995,1995-11-02,1995-11-02,1995-1995,2 pages of subject files containing and related to Shavers,,,Idaho Statesman;,Grocery; General Stores; N. F. Williams General Merchandising;,"McCall, ID;",Subject Files,Shavers,Shavers,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1027,1027,981.pdf,/mccall/image/981.pdf,mccall1027
Sheep Herders Folder,5/23/2007 - 4/14/2011,2007-05-23,2011-04-14,2007-2011,6 pages of subject files containing and related to Sheep Herders,,,The Star-News;,Basques; Peruvian Shepherds; Sheep; Sheep Dogs; Grazing; Wolves;,Payette National Forest;,Subject Files,Sheep_Herders,SheepHerders,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1028,1028,982.pdf,/mccall/image/982.pdf,mccall1028
Sheepeater Indian War Folder,3/24/1939 - 3/24/1939,1939-03-24,1939-03-24,1939-1939,3 pages of subject files containing and related to Sheepeater Indian War,,,Cascade News; The Star-News;,Cavalry; Shoshone/Bannock Tribe; Big Creek; Vinegar Hill; Chinese; Miners; Infantry; Indians;,"Big Creek, ID; Vinegar Hill, ID;",Subject Files,Sheepeater_Indian_War,SheepeaterIndianWar,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1029,1029,983.pdf,/mccall/image/983.pdf,mccall1029
Shelton Fund Folder,11/15/2012 - 11/3/2016,2012-11-15,2016-11-03,2012-2016,8 pages of subject files containing and related to Shelton Fund,"Shelton, Perc H.; Gladys A. Pospisil;",,The Star-News;,Grants; McCall Community;,"McCall, ID; Valley County;",Subject Files,Shelton_Fund,SheltonFund,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1030,1030,984.pdf,/mccall/image/984.pdf,mccall1030
Shepherd's Home Folder,4/18/1996 - 11/10/2016,1996-04-18,2016-11-10,1996-2016,36 pages of subject files containing and related to Shepherd's Home,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Shelter for Abused Children; Health and Welfare; Group Home; Children; Foster care;,"McCall, ID;",Subject Files,Shepherd's_Home,ShepherdsHome,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1031,1031,985.pdf,/mccall/image/985.pdf,mccall1031
Shore Lodge Folder,1/1/1948 - 10/20/2016,1948-01-01,2016-10-20,1948-2016,68 pages of subject files containing and related to Shore Lodge,"Edwards, John; Hormaechea, Richard; Macnchester, Douglas; Sabala, John; Scott, Joe;",,Idaho Statesman; The Long Valley Advocate; Northwest Travel; The Star-News;,"McCall hotel; Conference Center; Marina; Edwards, John; Whitetail;","McCall, ID;",Subject Files,Shore_Lodge,ShoreLodge,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1032,1032,986.pdf,/mccall/image/986.pdf,mccall1032
Round Valley Folder,4/29/1963 - 3/16/1993,1963-04-29,1993-03-16,1963-1993,4 pages of subject files containing and related to Round Valley,"Nebbs, Eva and Peter;",,Idaho Statesman; The Star-News;,South of Long Valley; Idaho Ranches; East of Smith's Ferry;,Long Valley;,Subject Files,Round_Valley,RoundValley,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1033,1033,987.pdf,/mccall/image/987.pdf,mccall1033
Rubber Duckie Spring Pentathlon Folder,3/1/1997 - 3/1/1997,1997-03-01,1997-03-01,1997-1997,1 pages of subject files containing and related to Rubber Duckie Spring Pentathlon,,,Idaho Statesman;,Brundage Mountain to Little Salmon River Spring Pentathalon; McCall Nordic Team; Meadows Valley Chamber of Commerce; Pentathlon; Zim's hot springs;,"New Meadows, ID; Brundage Mountain; Meadows Valley;",Subject Files,Rubber_Duckie_Spring_Pentathlon,RubberDuckieSpringPentathlon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1034,1034,988.pdf,/mccall/image/988.pdf,mccall1034
SITPA - Southern Idaho Timber Protective Association Folder,12/10/1992 - 7/14/2016,1992-12-10,2016-07-14,1992-2016,9 pages of subject files containing and related to SITPA - Southern Idaho Timber Protective Association,,,County Record; The Star-News;,Timber Protection Cooperative; Lookouts; Fire Fighting; Fire Management; Southern Idaho Timber Protective Association (SITPA);,Payette National Forest;,Subject Files,SITPA_-_Southern_Idaho_Timber_Protective_Association,SITPASouthernIdahoTimberProtectiveAssociation,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1035,1035,989.pdf,/mccall/image/989.pdf,mccall1035
Snake River Folder,4/4/1997 - 4/4/1997,1997-04-04,1997-04-04,1997-1997,1 pages of subject files containing and related to Snake River,,,Idaho Statesman;,Idaho Rivers; Endangered Rivers;,Snake River,Subject Files,Snake_River,SnakeRiver,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1036,1036,990.pdf,/mccall/image/990.pdf,mccall1036
Snowbank Mountain Folder,3/5/1995 - 2/13/2003,1995-03-05,2003-02-13,1995-2003,2 pages of subject files containing and related to Snowbank Mountain,,,Idaho Statesman;,FAA Radar Installation; Radio Repeater; Snow Mobiling; Snow Mobile Race;,Snowbank Mountain,Subject Files,Snowbank_Mountain,SnowbankMountain,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1037,1037,991.pdf,/mccall/image/991.pdf,mccall1037
Snowdon Wildlife Refuge Folder,3/31/1994 - 8/11/2016,1994-03-31,2016-08-11,1994-2016,59 pages of subject files containing and related to Snowdon Wildlife Refuge,"DeEulis, Linda; Evans-Mack, Diane; Flood; Holden, Doug and Linda;",,Long Valley Advocate; Idaho Statesman; The Star-News;,Rescue Center; Education Programs; Cougars; Bears; Birds; Interns; Flood; Fire; Wildlife Rehabilitation;,"McCall, ID;",Subject Files,Snowdon_Wildlife_Refuge,SnowdonWildlifeRefuge,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1038,1038,992.pdf,/mccall/image/992.pdf,mccall1038
Space flight: Challenger Folder,1/27/1987 - 1/27/1987,1987-01-27,1987-01-27,1987-1987,2 pages of subject files containing and related to Space flight: Challenger,"McAuliffe, Christa; Morgan, Barbara;",,Idaho Statesman;,NASA; Education; Teacher in Space Program; Challenger Space Shuttle; McCall-Donnelly School District;,"McCall, ID;",Subject Files,Space_flight-Challenger,SpaceflightChallenger,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1039,1039,993.pdf,/mccall/image/993.pdf,mccall1039
"Spink, Idaho Folder",1/1/1978 - 4/19/2001,1978-01-01,2001-04-19,1978-2001,"2 pages of subject files containing and related to Spink, Idaho","Davis, Leon Lynn; Spink, Lyda A.;",Written History,The Star-News;,Bell School; Farm-to-Market; Finnish Settlers; Spink Cemetary;,"Spink, ID; Valley County;",Subject Files,Spink_Idaho,SpinkIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1040,1040,994.pdf,/mccall/image/994.pdf,mccall1040
Sports: Archery Folder,1/15/2012 - 1/15/2012,2012-01-15,2012-01-15,2012-2012,1 pages of subject files containing and related to Sports: Archery,"Burke, Larry; Houlihan, Janet",,The Star-News;,"Burke, Larry; Houlihan, Janet;","Donnelly, ID; McCall, ID;",Subject Files,Sports-Archery,SportsArchery,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1041,1041,995.pdf,/mccall/image/995.pdf,mccall1041
Sports: Auto Racing Folder,2/21/2013 - 11/17/2016,2013-02-21,2016-11-17,2013-2016,66 pages of subject files containing and related to Sports: Auto Racing,"Scott, Brian;",,The Star-News;,NASCAR; Richard Childress Racing; Richard Petty Motorsports; Shorelodge;,"McCall, ID;",Subject Files,Sports-Auto_Racing,SportsAutoRacing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1042,1042,996.pdf,/mccall/image/996.pdf,mccall1042
Sports: Baseball Folder,7/5/2012 - 11/10/2016,2012-07-05,2016-11-10,2012-2016,22 pages of subject files containing and related to Sports: Baseball,"Leslie, Lee; Lindsley, Jeff; Rodriguez, Gabe; Thurston, Codi and Toni; Drury, Mike and Jen; Botello, Anthony",,The Star-News;,,"McCall, ID; Valley County;",Subject Files,Sports-Baseball,SportsBaseball,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1043,1043,997.pdf,/mccall/image/997.pdf,mccall1043
Sports: Bocce Ball Folder,9/17/2015 - 9/22/2016,2015-09-17,2016-09-22,2015-2016,3 pages of subject files containing and related to Sports: Bocce Ball,"Greer, Gerry and Peggy; Livermore, Loren and JoAnn; Deibert, Ken and Becky; Ainsworth, Vickey; Edwards, Mel; Shannon, Terry; Vroom, Becky",,The Star-News;,,"McCall, ID;",Subject Files,Sports-Bocce_Ball,SportsBocceBall,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1044,1044,998.pdf,/mccall/image/998.pdf,mccall1044
"Smith's Ferry, Idaho Folder",10/31/1939 - 9/18/1988,1939-10-31,1988-09-18,1939-1988,"11 pages of subject files containing and related to Smith's Ferry, Idaho",,Written History;,Boise Capital News; Idaho Statesman; The Long Valley Advocate;,Payette River Crossing; Smiths Ferry Hotel; snowmobile trail; Union Pacific Railroad's Northwest Curve Gang;,"Smith's Ferry, ID;",Subject Files,Smith's_Ferry_Idaho,SmithsFerryIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1045,1045,999.pdf,/mccall/image/999.pdf,mccall1045
Boise Cascade folder,1-1-1966,1/1/1966,1-1-1966,1966,1 page roster of Boise Cascade employees,,,Boise Cascade,Boise Cascade employees,"McCall, ID",Subject Files,Boise Cascade,BoiseCascade,McCall Public Library,text,application/pdf,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2021-03-23,2021-03-23,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/mccall/id/1046,1046,1050.pdf,/mccall/image/1050.pdf,mccall1046
Roseberry folder,1900 - 1915,1-1-1900,1-1-1915,1900 - 1915,"13 pages of photographs of Roseberry, Idaho","Eld, Frank",,Compiled by Frank Eld,"Roseberry, Idaho","McCall, ID; Roseberry, ID",Subject Files,Roseberry,Roseberry,McCall Public Library,text,application/pdf,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2021-03-23,2021-03-23,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/mccall/id/1047,1047,1051.pdf,/mccall/image/1051.pdf,mccall1047
Loon Lake Plane Crash folder,8/1/1996 - 8/1/2002,8-1-1996,8-1-2002,1996 - 2002,"10 pages ""Crash in the Hills"" by Edward Freeborg; 46 pages ""THE REAL STORY OF THE LOON LAKE BOMBER"" by Richard Holm Jr; 27 pages ""SEARCH FOR THE DOWNED"" by John P Ferguson","Freeborg, Edward; Holm, Richard Jr.; Ferguson, John P.",,USDA Forest Service,Loon Lake Crash; Forest Service; B23 Dragon Bomber crash,"McCall, ID; Loon Lake",Subject Files,Loon Lake Plane Crash,LoonLakePlaneCrash,McCall Public Library,text,application/pdf,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2021-03-23,2021-03-23,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/mccall/id/1048,1048,1047.pdf,/mccall/image/1047.pdf,mccall1048
Number 8 Payette Lake Inn,7/3/1935 - 9/12/2018,7-3-1935,9-12-2018,1935 - 2018,1 postcard and 1 letter,"Aymon, Jackie; Lychlama, Donald",,,Number 8 Payette Lake Inn,"McCall, ID",Subject Files,Number 8 Payette Lake Inn,NumberEightPayetteLakeInn,McCall Public Library,text,application/pdf,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2021-03-23,2021-03-23,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/mccall/id/1049,1049,1048.pdf,/mccall/image/1048.pdf,mccall1049
