title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"The Family Tree : 1946, October","Vol. 11 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4610,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1112,1112,1113.pdf,/spec_pot/supp/1112/index.pdf,spec_pot1112
"The Family Tree : 1946, November","Vol. 11 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4611,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1094,1094,1095.pdf,/spec_pot/supp/1094/index.pdf,spec_pot1094
"The Family Tree : 1946, December","Vol. 11 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4612,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1103,1103,1104.pdf,/spec_pot/supp/1103/index.pdf,spec_pot1103
"The Family Tree : 1947, January","Vol. 11 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4701,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1130,1130,1131.pdf,/spec_pot/supp/1130/index.pdf,spec_pot1130
The Family Tree : 1947 February,"Vol. 11 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4702,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1139,1139,1140.pdf,/spec_pot/supp/1139/index.pdf,spec_pot1139
"The Family Tree : 1947, March","Vol. 11 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4703,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1220,1220,1221.pdf,/spec_pot/supp/1220/index.pdf,spec_pot1220
"The Family Tree : 1947, April","Vol. 11 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4704,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1202,1202,1203.pdf,/spec_pot/supp/1202/index.pdf,spec_pot1202
"The Family Tree : 1947, May","Vol. 11 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4705,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1175,1175,1176.pdf,/spec_pot/supp/1175/index.pdf,spec_pot1175
"The Family Tree : 1947, June","Vol. 11 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4706,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1121,1121,1122.pdf,/spec_pot/supp/1121/index.pdf,spec_pot1121
"The Family Tree : 1947, July","Vol. 11 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4707,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1148,1148,1149.pdf,/spec_pot/supp/1148/index.pdf,spec_pot1148
"The Family Tree : 1947, August","Vol. 11 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4708,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1211,1211,1212.pdf,/spec_pot/supp/1211/index.pdf,spec_pot1211
"The Family Tree : 1947, September","Vol. 11 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4709,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1157,1157,1158.pdf,/spec_pot/supp/1157/index.pdf,spec_pot1157
"The Family Tree : 1947, October","Vol. 12 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1947-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4710,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,,,,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1166,1166,1167.pdf,/spec_pot/supp/1166/index.pdf,spec_pot1166
