title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,standardized rights,format-original,format,type,duration,digital preservation filename,id number,disc number,youtube-id,reference url,cdm-id,object-id
"University of Idaho vs. Boise State University (Football), 10/30/1982",Boise State University,"Boise, IDSt",Football,1982-10-30,1982,"Boise, ID",Bronco Stadium,43.602798,-116.195833,24 - 17 (W),"Cliff : b/w 16mm, no audio, entire game, shot by athletic dept for scouting and game analysis","UG64-Boise, IDSt1982-1_14",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:44:50,"UG64-Boise, IDSt1982-1_14.avi",1_14,14,RvEyWQ5H3bQ,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/150,150,vandalvideo150
"University of Idaho vs. University of Oregon (Football), 10/31/1959",University of Oregon,UOre,Football,1959-10-31,1959,"Moscow, ID",Neale Stadium,46.726113,-117.015671,7 - 45 (L),,UG64-UOre1959-1_91,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:20:04,UG64-UOre1959-1_91.avi,1_91,91,3ajaTVyKUpA,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/151,151,vandalvideo151
"University of Idaho vs. University of the Pacific (Football), 10/28/1972",University of the Pacific,UPac,Football,1972-10-28,1972,"Moscow, ID",Idaho Stadium,46.732066,-117.160364,7 - 22 (L),1-2-3-4,UG64-UPac1972-1_99,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:34:27,UG64-UPac1972-1_99.avi,1_99,99,uymgltLGg4M,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/152,152,vandalvideo152
"University of Idaho vs. University of Oregon (Football), 11/01/1947",University of Oregon,UOre,Football,1947-11-01,1947,"Eugene, OR",Hayward Field,44.04225,-123.07067,7 - 34 (L),,UG64-UOre1947-1_89,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:55,UG64-UOre1947-1_89.avi,1_89,89,puf3LS9HhTM,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/153,153,vandalvideo153
"University of Idaho vs. University of Oregon (Football), 11/01/1969",University of Oregon,UOre,Football,1969-11-01,1969,"Eugene, OR",Autzen Stadium,44.058333,-123.068611,14 - 58 (L),,UG64-UOre1969-1_95,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:33:50,UG64-UOre1969-1_95.avi,1_95,95,hD6E73Ftnys,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/154,154,vandalvideo154
"University of Idaho vs. University of Oregon (Football), 10/17/1970",University of Oregon,UOre,Football,1970-10-17,1970,"Eugene, OR",Autzen Stadium,44.058333,-123.068611,13 - 49 (L),,UG64-UOre1970-1_96,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:33:32,UG64-UOre1970-1_96.avi,1_96,96,jGtKhMOehpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/155,155,vandalvideo155
"University of Idaho vs. University of Oregon (Football), 10/26/1946",University of Oregon,UOre,Football,1946-10-26,1946,"Moscow, ID",Neale Stadium,46.726113,-117.015671,13 - 26 (L),,UG64-UOre1946-1_88,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:44:14,UG64-UOre1946-1_88.avi,1_88,88,IVUAaxiFHNo,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/156,156,vandalvideo156
"University of Idaho vs. University of Oregon (Football), 10/19/1968",University of Oregon,UOre,Football,1968-10-19,1968,"Eugene, OR",Autzen Stadium,44.058333,-123.068611,8 - 23 (L),Disc 2,UG64-UOre1968-1_94,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:20:22,UG64-UOre1968-1_94.avi,1_94,94,c-YD5x_s3bI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/157,157,vandalvideo157
"University of Idaho vs. University of the Pacific (Football), 10/28/1972",University of the Pacific,UPac,Football,1972-10-28,1972,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,7 - 22 (L),,UG64-UPac1972-1_98,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:34:25,UG64-UPac1972-1_98.avi,1_98,98,ZKpXn7qSaIk,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/158,158,vandalvideo158
"University of Idaho vs. University of the Pacific (Football), 10/28/1972",University of the Pacific,UPac,Football,1972-10-28,1972,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,7 - 22 (L),,UG64-UPac1972-1_100,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:14:46,UG64-UPac1972-1_100.avi,1_100,100,mHcaxoShZZQ,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/159,159,vandalvideo159
"University of Idaho vs. University of the Pacific (Football), 09/17/1977",University of the Pacific,UPac,Football,1977-09-17,1977,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,21 - 31 (L),,UG64-UPac1977-1_101,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:21:15,UG64-UPac1977-1_101.avi,1_101,101,TCzCFuwXvUg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/160,160,vandalvideo160
