title,creator,description,date,subject,source,ids,publisher,format-original,type,format,location,latitude,longitude,object-id
Dworshak Dam Project 199 (pool area),"Curtis, A.B. Orofino","Photograph of the pool area, taken May 17.",5/17/1964,  May; pool area,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-X0085k,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,696
Dworshak Dam Project 200 (pool area),"Curtis, A.B. Orofino","Photograph of the pool area, taken May 17.",5/17/1964,  May; pool area,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-X0085l,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,697
Dworshak Dam Project 201 (pool area),"Curtis, A.B. Orofino","Photograph of the pool area, taken May 17.",5/17/1964,  May; pool area,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-X0085m,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,698
"Potlatch Forests, Inc 3 (Board of Directors)","Curtis, A.B. Orofino","Photograph of the Potlatch Forests, Inc., Board of Directors at Dworshak Dam site.  1. Prifz Jewett, vice president from San Francisco  2. Ben Cancell, president.",1964,"  Potlatch Forests, Inc.; Board of Directors; vie president; president","PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03147,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,604
"Potlatch Forests, Inc 2 (Board of Directors)","Curtis, A.B. Orofino","Photograph of the Potlatch Forests, Inc., Board of Directors group at Dworshak dam site.",1964,"  Potlatch Forests, Inc.; Board of Directors","PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03146,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,602
"Potlatch Forests, Inc 1 (Board of Directors)","Curtis, A.B. Orofino","Photograph of the Potlatch Forests, Inc., Board of Directors visiting the Dworshak Dam site to study it's impact.",1964,"  Potlatch Forests, Inc.; Board of Directors; impact study","PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-02065,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,593
Dworshak Dam site 01,,Photograph of the sign for the Dworshak Dam Visitor Viewpoint.,5/30/1968,  sign; viewpoint; Army Corps of Engineers,"PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",99-30-45,,color slide,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.510292,-116.292965,1127
Dworshak Dam Project 146 (diversion tunnel),"Curtis, A.B. Orofino",Photograph of the site and lower end of the diversion tunnel.,1965,  Site; diversion tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03723,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,640
Dworshak Dam Project 108 (cleared area),"Curtis, A.B. Orofino",Photograph of the site area being cleared.  On the very top side of clearing is an access road for getting back and forth.  The hills are a little steep for getting up and down except with a tractor.,1964,  land clearing,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03140,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,595
Dworshak Dam Project 91 (diversion tunnel),"Curtis, A.B. Orofino","Photograph of the top of the coffer dam, which was used for a parking lot - 110 ft. high.",1968,  coffer dam; cars; parking lot,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00842,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,577
Dworshak Dam Project 170 (base of dam),"Curtis, A.B. Orofino","Photograph of the very bottom of the dam, elevation about 985 above sea level.  Here you see men cleaning up the bedrock and solid granite just as you would clean the kitchen floor.  It is at this very spot that the concrete started to pour into the base.  You can see the clean granite formation, base of dam, just before the concrete was put in.",1966, concrete; people; granite; base of dam; bedrock,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03877,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,665
Dworshak Dam Project 106 (pool area),"Curtis, A.B. Orofino",Photograph of the very start of land clearing for pool area.,1964,  land clearing; pool area,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03089,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,596
Dworshak Dam Project 147 (upstream),"Curtis, A.B. Orofino",Photograph of upstream.,1965,  upstream,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03724,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,639
Dworshak Dam Project 115 (rock pit),"Curtis, A.B. Orofino",Photograph og equipment working in the rock pit.,1965,  heavy equipment; dump truck; bulldozer; shovel; granite; coffer dam; concrete,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03296,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,605
Dworshak Dam Project 119 (Freemen Creek),"Curtis, A.B. Orofino",Photograph showing a clearing near Freeman Creek above the dam site about 8 miles.  This is now and will be a great recreation.  Built by the Army Corps of Engineers.,1965, Freeman creek; recreational area; Army Corps of Engineers,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03481,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,611
Dworshak Dam Project 187 (photograph),"Curtis, A.B. Orofino",Photograph showing a photograph of Bruces Eddy Dam North Fork Clearwater River,1967, photograph; Bruces Eddy Dam,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-X0083,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,683
Dworshak Dam Project 157,"Curtis, A.B. Orofino",Photograph showing clearing operations.,1966, trees; land clearing,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03846,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,651
Dworshak Dam site 03,,Photograph showing construction above the diversion tunnel.,5/30/1968,  construction; diversion tunnel,"PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",99-30-47,,color slide,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513487,-116.296173,1128
Dworshak Dam site 04,,Photograph showing construction above the diversion tunnel.,1968,  construction; diversion tunnel,"PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",99-30-48,,color slide,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513595,-116.296023,1130
Dworshak Dam Project 159,"Curtis, A.B. Orofino",Photograph showing land clearing.,1966,  trees; land clearing,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03850,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,653
Dworshak Dam Project 158 (land clearing project),"Curtis, A.B. Orofino",Photograph showing land clearing.  Note dozer pushing trees over.,1966,  trees; land clearing; dozer,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03849,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,652
Dworshak Dam Project 155 (land clearing project),"Curtis, A.B. Orofino",Photograph showing Milton O Koppang and Ralph Space look st tree cut at ground level in land clearing project.,1966, trees; land clearing; Milton O Koppang; Ralph Space,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03840,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,649
Dworshak Dam Project 167 (project supervisor),"Curtis, A.B. Orofino","Photograph showing Mr. Curtis' son (Lt.) Tom Curtis with Don Basgen, standing by some large machinery.",1966,  Tom Curtis; Don Basgen; heavy machinery; truck,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03874,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,662
Dworshak Dam Project 105 (spillway),"Curtis, A.B. Orofino",Photograph showing part of spillway and trestle work on too laying concrete.,1972,  spillway; trestle; concrete,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00856,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,592
Dworshak Dam Project 177 (pit development),"Curtis, A.B. Orofino",Photograph showing pit development and batch plant under way.,1967,  pit development; batch plant,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-04025,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,675
Dworshak Dam Project 153 (draw down),"Curtis, A.B. Orofino",Photograph showing that the trees that were mature in the draw down area were cut very close to the ground.  This is good practice.  All the wood is good.,1966, trees; land clearing,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03838,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,646
Dworshak Dam Project 121 (heavy equipment),"Curtis, A.B. Orofino",Photograph showing the big dirt movers that were used.,1965, dirt mover,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03484,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,613
Dworshak Dam Project 162 (Coffer dam),"Curtis, A.B. Orofino",Photograph showing the building of the Coffer dam.,1966,  coffer dam; truck,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03868,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,656
Dworshak Dam Project 179 (clearing operation),"Curtis, A.B. Orofino",Photograph showing the clearing operation.,1967,  clearing operation,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-04027,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,674
Dworshak Dam Project 174 (clearing pool),"Curtis, A.B. Orofino",Photograph showing the clearing pool.,1967,  clearing pool,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-04022,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,669
Dworshak Dam Project 117 (coffer dam),"Curtis, A.B. Orofino",Photograph showing the coffer dam construction.  This big rock being put in is base.,1965,  bulldozer; coffer dam,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03298,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,607
Dworshak Dam Project 202 (coffer dam),"U.S. Army Engineer District, Walla Walla, Corps of Engineers",Photograph showing the construction site up and down stream from cofferdams in place and diversion of North Fork of Clearwater River flowing through a tunnel.,1967,  Coffer dam; diversion tunnel; Clearwater river; construction,"PG 6, Idaho Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",6-180-01,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,699
Dworshak Dam Project 137 (diversion tunnel),"Curtis, A.B. Orofino","Photograph showing the digging machine, and operator in the diversion tunnel.  This machine just about crawled through the mountain drilling and blasting.",1965,  diversion tunnel; diggin machine,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-03702,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,630
