title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Potlatch Camp Workers,Group photo of the crew that worked and lived at the Potlatch camp. The men can be seen sitting and standing in front of a building.,,,Potlatch Historical Society,1945,yes,lumber camps; buildings,United States,Idaho,Latah County,,,,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_62,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/118,118,1104.jp2,/phs/image/1104.jp2,phs118
Early Potlatch Camp,"View of a Potlatch camp during the early days. The camp is thought to be Camp 7A on Shea Meadows, which is west of Bovill. Two men can be seen sitting on the camp surrounded by log cabins and tree stumps.",,,Potlatch Historical Society,1915,yes,lumber camps; log cabins,Shea Meadows,,,,46.861412,-116.487389,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_46b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/195,195,1174.jp2,/phs/image/1174.jp2,phs195
Potlatch Celebrates Opening a New Library,Article from the Latah Eagle about the creation of a new library/community center in Potlatch.,,,Potlatch Historical Society,2000-02-03,,Education; Community; Building and Construction,United States,Idaho,Latah County,Potlatch,46.927646,-116.902319,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_50,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newspaper,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1343,1343,902.jp2,/phs/image/902.jp2,phs1343
Potlatch City Hall Restoration,A newspaper article about the restoration of Potlatch City Hall.,"Haddock, Carol",,Potlatch Historical Society,2004-07-08,,restorations;buildings;newspapers;,United States,Idaho,Latah County,Potlatch,46.92157511,-116.8984275,,,Latah Eagle,phs_348,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,newspaper clipping,Image;StillImage,image/jpg,eng,phs_348.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2224,2224,2221.jp2,/phs/image/2221.jp2,phs2224
Potlatch Class of 1928 Reunion,"A newspaper article about the Potlatch High School class of 1928 50 year reunion. Front row (left to right): Emerald Christian, Thelma Sawyer, Eleanor Larkin, Eunice Jones, Alice Kessel, Louise Heighes and Helen Johnstone. Back row: Maryona Muck, Malcolm Renfrew, Alamdeda Cone, Pat Taylor, Lee Gale, Ina Mae Compton, Vincent Katzenberger, Alice Morris and Irene Ackerman.",,,Potlatch Historical Society,1978,,reunions;students;schools;newspapers;,United States,Idaho,Latah County,Potlatch,46.92157511,-116.8984275,,,,phs_345,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,newspaper clipping,Image;StillImage,image/jpg,eng,phs_345.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2207,2207,2187.jp2,/phs/image/2187.jp2,phs2207
Potlatch Classes Hold Banquet,A noted news event from the Palouse Republic about the young ladies and men's bible classes holding their second annual banquet.,,,Potlatch Historical Society,1996,yes,news; banquet; teacher;,United States,Idaho,Latah County,Potlatch,46.921368,-116.898596,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_28j,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1026,1026,617.jp2,/phs/image/617.jp2,phs1026
Potlatch Community Days,A photograph of Potlatch Community Days at the City Park,,,Potlatch Historical Society,1961,yes,Community Gathering,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_49,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1342,1342,901.jp2,/phs/image/901.jp2,phs1342
Potlatch Confectionery [1],Interior view of diner. Norman Socarty dating Virginia Cooper. December Christmas party at Potlatch Confectionery where Gin worked.,,"Soncarty, Virginia",Potlatch Historical Society,1955-01-01,yes,businesses; diners,United States,Idaho,Latah County,Potlatch,46.922382,-116.900647,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_002,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1698,1698,1699.jp2,/phs/image/1699.jp2,phs1698
Potlatch Confectionery [2],"Interior view of store. Caption on back reads ''Virginia Anna Cooper working at Potlatch Confectionery. The day before I took a week off to get married. Peal Cone sneaked up to take may picture. I was trying to get away from her.'' Virginia Soncarty worked there 1955 to 1957. Located where Harvest Foods is in 2017. Small diner with soda bar, dining area, and bar in the back. Closed in mid-1970s. Not owned by the Potlatch Company, which was unusual.","Cone, Pearl","Soncarty, Virginia",Potlatch Historical Society,1956-01-01,yes,businesses; stores,United States,Idaho,Latah County,Potlatch,46.922305,-116.900647,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_001,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1699,1699,1700.jp2,/phs/image/1700.jp2,phs1699
Potlatch Depot [1],"The WI&M Depot at Potlatch, Idaho.",,,Potlatch Historical Society,1971,,depots;buildings;railroads;,United States,Idaho,Latah County,Potlatch,46.92144553,-116.9018533,,,,phs_134,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_134.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1992,1992,1945.jp2,/phs/image/1945.jp2,phs1992
Potlatch Depot [2],"The WI&M Depot at Potlatch, Idaho.",,,Potlatch Historical Society,1971,,depots;buildings;railroads;automobiles;cars;,United States,Idaho,Latah County,Potlatch,46.92144553,-116.9018533,,,,phs_135,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_135.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2011,2011,1952.jp2,/phs/image/1952.jp2,phs2011
Potlatch Depot & City Hall,"The Potlatch Depot in the foreground, City Hall in the background.",,,Potlatch Historical Society,1971,,buildings;depots;,United States,Idaho,Latah County,Potlatch,46.92144553,-116.9018533,,,,phs_136,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_136.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1970,1970,1919.jp2,/phs/image/1919.jp2,phs1970
Potlatch Depot Freight Doors,The freight doors at the Potlatch Depot.,,,Potlatch Historical Society,1971,,buildings;depots;railroads;,United States,Idaho,Latah County,Potlatch,46.92144553,-116.9018533,,,,phs_137,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_137.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2043,2043,2023.jp2,/phs/image/2023.jp2,phs2043
Potlatch Drug store,Interior of Potlatch Drug with Ida Bysegger Soncarty,,"Soncarty, Virginia",Potlatch Historical Society,1958-01-01,yes,businesses; drugstores,United States,Idaho,Latah County,Potlatch,46.921125,-116.900175,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_016,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1700,1700,1701.jp2,/phs/image/1701.jp2,phs1700
Potlatch Education System,A list of dates and descriptions of events relating to the Potlatch education system.,,,Potlatch Historical Society,1975,yes,School Activities,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_94,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1233,1233,803.jp2,/phs/image/803.jp2,phs1233
Potlatch Elementary School,Potlatch Elementary School was built in 1954.,,,Potlatch Historical Society,1954,yes,Potlatch Elementary School;Potlatch School District #285;schools;buildings;,United States,Idaho,Latah County,Potlatch,46.9215239,-116.8981653,,,,phs_018,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_018.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2149,2149,1980.jp2,/phs/image/1980.jp2,phs2149
Potlatch Elementary School 4th grade class,,Leo's,"Rohn, Joe",Potlatch Historical Society,1951-01-01,yes,schools; students,United States,Idaho,Latah County,Potlatch,46.920856,-116.894792,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_005,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,scrapbook page,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1682,1682,1683.jp2,/phs/image/1683.jp2,phs1682
