title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
View from School of Mines. Administration Building. University of Idaho. No. 45.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bm,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.724878,-117.010007,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/525,525,526.jp2,/nwpostcards/image/526.jp2,nwpostcards525
University Gardens. University of Idaho. No. 44.,"Postcard of the University Gardens on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1930,universities (institutions); universities (buildings); buildings; campuses; trees; gardens; photographic postcards,Moscow,Idaho,Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bo,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.729915,-117.017554,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/526,526,527.jp2,/nwpostcards/image/527.jp2,nwpostcards526
First Administration Building. University of Idaho.,"Postcard of the first Administration building, which was destroyed in 1906, on the University of Idaho campus in Moscow, Idaho. | The first University of Idaho Administration Building in 1900. The building was destroyed by fire in 1906.",,photographic postcard,,1900,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,"Industrial Litho, Inc.","Eugene, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bq,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"4x6, black and white postcard",Image;StillImage,image/jpg,eng,46.725426,-117.009293,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/527,527,528.jp2,/nwpostcards/image/528.jp2,nwpostcards527
Mine rescue class. University of Idaho.,"Postcard of students training for mine rescue operations in 1922 on the University of Idaho campus in Moscow, Idaho. | University of Idaho students have always been prepared. In 1922 these students were training for mine rescue operations.",,photographic postcard,,1922,universities (institutions); universities (buildings); buildings; campuses; trees; men; students; photographic postcards,Moscow,Idaho,"Industrial Litho, Inc.","Eugene, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01br,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, black and white postcard",Image;StillImage,image/jpg,eng,46.728935,-117.011868,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/528,528,529.jp2,/nwpostcards/image/529.jp2,nwpostcards528
Women's Rifle Team. Company C. University of Idaho.,"Postcard of student members of the women's drill team on the University of Idaho campus in Moscow, Idaho. | University of Idaho's Company C (the """"C"""" stood for calico). This women's drill team earned Idaho ROTC its first """"excellent"""" rating in 1897.",,photographic postcard,,1897,universities (institutions); universities (buildings); buildings; campuses; trees; women; students; photographic postcards,Moscow,Idaho,"Industrial Litho, Inc.","Eugene, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bs,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"4x6, black and white postcard",Image;StillImage,image/jpg,eng,46.728908,-117.012404,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/529,529,530.jp2,/nwpostcards/image/530.jp2,nwpostcards529
"Scene at University of Idaho campus. Moscow, Idaho","Postcard of students and buildings on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1910,universities (institutions); universities (buildings); buildings; campuses; trees; students; men; women; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bu,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.724617,-117.009269,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/530,530,531.jp2,/nwpostcards/image/531.jp2,nwpostcards530
Home Economics Building. University of Idaho,"Postcard of the Home Economics building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1930,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bv,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.725142,-117.01002,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/531,531,532.jp2,/nwpostcards/image/532.jp2,nwpostcards531
"Wallace Residence Center, University of Idaho.","Postcard of the Wallace Residence Center on the University of Idaho campus in Moscow, Idaho. | Exemplifying the most modern dormitory facilities, the Wallace Residence Center has a central cafeteria which is winged by halls providing rooms in suites. The suites have their own bathroom as well as study and sleeping quarters. In each suite, four students share campus living experiences.",,photographic postcard,,1960,universities (institutions); universities (buildings); buildings; campuses; trees; dormitories (buildings); students; men; women; photographic postcards; automobiles,Moscow,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bw,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5x3.5, color postcard",Image;StillImage,image/jpg,eng,46.72966,-117.016022,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/532,532,533.jp2,/nwpostcards/image/533.jp2,nwpostcards532
"Composite view: Interior of bookstore, exterior of Student Union Building (SUB). University of Idaho.","Postcard of the Student Union Building on the University of Idaho campus in Moscow, Idaho. | Center of campus life, the building components cover more than a block. The main floor of the structure's modern Student Book Store is shown above. At the far right of the photo below is the $2,000,000 addition completed in 1963. All financing of the building was done by student funds.",,photographic postcard,,1960,universities (institutions); universities (buildings); buildings; campuses; trees; students; men; women; bookstores; student unions; photographic postcards,Moscow,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bx,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5x3.5, color postcard",Image;StillImage,image/jpg,eng,46.728125,-117.006936,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/533,533,534.jp2,/nwpostcards/image/534.jp2,nwpostcards533
"Main lounge, Student Union Building (SUB). University of Idaho.","Postcard of the main lounge in the Student Union Building on the University of Idaho campus in Moscow, Idaho. | Students study or relax in the beautiful lounge guarded by a steel-sculptured Vandal warrior, the University's athletic symbol. Like the Lyceum of ancient Greece, the Student Union is an """"exchange center"""" for ideas of students from throughout Idaho, more than 40 other states, and about 30 foreign countries.",,photographic postcard,,1960,universities (institutions); universities (buildings); buildings; campuses; students; men; women; student unions; photographic postcards,Moscow,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01by,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5x3.5, color postcard",Image;StillImage,image/jpg,eng,46.728431,-117.007119,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/534,534,535.jp2,/nwpostcards/image/535.jp2,nwpostcards534
