title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Wood cylinders just after appearing above snow,"Thompson, J. B.","Dec. 1931 series wood cylinders just after appearing above snow 3/29/32. Showing much less damage to these cylinders and supports from snow burden due to midwinter breaking of snow layer, at Clear Cut site.",1932-03-29,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",32FuelMoistureStick5,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1242,266972,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/411,411,47.jp2,/expforsav/image/47.jp2,expforsav411
"Gisborne at Baker, Oregon",,"Gisborne at Baker, Oregon 1921, about a year before his work at Priest River.",1921,Yes,United States--Oregon--Baker County--Baker City,,United States;Oregon;Baker County;Baker City,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneGraduate,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/412,412,470.jp2,/expforsav/image/470.jp2,expforsav412
Gisborne observing the Half Moon fire on the north fork of the Flathead River,,Gisborne observing the Half Moon fire on the north fork of the Flathead River.,1929,,United States--Montana--Missoula County--Flathead National Forest--Bartlett Creek,,Missoula County;Flathead National Forest;Bartlett Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneHalfMoonFire,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/413,413,471.jp2,/expforsav/image/471.jp2,expforsav413
Receiving Weather Bureau forecast by wireless,"Munns, E.N.",Receiving Weather Bureau forecast by wireless.,1924,,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,Bonner County;Priest River Experimental Forest;Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneRadio,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1186a,192934,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/414,414,472.jp2,/expforsav/image/472.jp2,expforsav414
Gisborne and Station Director Stephen Wyckoff 1937,,Gisborne and Station Director Stephen Wyckoff 1937.,1937,,United States--Idaho--Bonner County--Priest River Experimental Forest--Lodge,,Bonner County;Priest River Experimental Forest;Lodge,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneWyckoff,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/415,415,473.jp2,/expforsav/image/473.jp2,expforsav415
Gisborne in the Missoula office,"Marshall, R.","Gisborne in the Missoula office, contemplating a difficult prognostication.",1927,,United States--Montana--Missoula County--Missoula,,Missoula County;Missoula,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisLab,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1209a,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/416,416,474.jp2,/expforsav/image/474.jp2,expforsav416
"Instruments at Meteorological Station 3, Benton Flat","Brewster, D.R.","Instruments at Meteorological Station 3, Benton Flat. Thermometer shelter, Psychrometer shelter, and snow gauge from left to right. PRES, Idaho.""",1913,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,Bonner County;Priest River Experimental Forest;Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FirstControlWS2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1230,18077A,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/417,417,475.jp2,/expforsav/image/475.jp2,expforsav417
"G. Lloyd Hayes, the principle investigator of the Altitude/Aspect weather study",,"G. Lloyd Hayes, who was the principle investigator of the Altitude/Aspect weather study.",1937,,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,Bonner County;Priest River Experimental Forest;Office,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GLloydHayes,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/418,418,476.jp2,/expforsav/image/476.jp2,expforsav418
"1910 burn Graham Creek, Coeur d'Alene NF. View west and northwest","Larsen, J. A.","1910 burn Graham Creek, Coeur d'Alene NF. View west and northwest",1921,,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GrahamCreek,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2493,161527,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/419,419,477.jp2,/expforsav/image/477.jp2,expforsav419
R.T. Graham with tour group,,"R.T. Graham with tour group.  August 11, 1989 Silviculture professors on field trip to Deception Creek Experimental Forest during National SAF Annual Meeting, held in Spokane WA.",1989-08-11,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,Kootenai County;Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GrahamTour,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,711,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/420,420,478.jp2,/expforsav/image/478.jp2,expforsav420
Margaret and mother Jennie at the Station greenhouse,"Larsen, J. A.","Photo by JA Larsen, no date, Margaret and mother Jennie at the Station greenhouse.",1940,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Greenhouse,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,515,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/421,421,479.jp2,/expforsav/image/479.jp2,expforsav421
Clear Cut station before snow covering,"Thompson, J. B.",New 1931 series wood cylinders as placed 1/6/32 at Clear Cut station before covering with snow. Priest River.,1932-01-06,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",32FuelMoistureStick4,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1240,266054,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/422,422,48.jp2,/expforsav/image/48.jp2,expforsav422
