title,photographer,date,date is approximate,description,subject,subject (lcsh),subject (lctgm),location depicted,location,latitude,longitude,original identifier,source,digital collection,holding institution,ordering information,format original,type,format,digital identifier,date digital,language,web site,rightsstatement,rights,digital specifications,original reference url,original contentdm number,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Coeur d'Alene Mission [01],"Barnard Studio (Wallace, Idaho)",1926-10-17,,"View of the Coeur d'Alene Mission of the Sacred Heart in the distance, across a body of water. Found in Cataldo, Idaho.",missions,,,United States - Idaho - Shoshone County - Cataldo,Cataldo,47.550987,-116.356244,B60,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1622,1622,1623.jp2,/bar-stock/image/1623.jp2,barstock1622
Placer Creek [02],"Barnard Studio (Wallace, Idaho)",1927-04-27,,"Placer Creek running in a canal between a number of houses, in Wallace, Idaho.",creeks; houses,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.471963,-115.931988,B62-1,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x6 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1623,1623,1624.jp2,/bar-stock/image/1624.jp2,barstock1623
Placer Creek [01],"Barnard Studio (Wallace, Idaho)",1927-04-27,,"Placer Creek running in a canal between a number of houses, in Wallace, Idaho.",creeks; houses; towns,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.472155,-115.931988,B62-2,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x6 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1624,1624,1625.jp2,/bar-stock/image/1625.jp2,barstock1624
Street Scene [09],"Barnard Studio (Wallace, Idaho)",1905-04-10,,"Looking east down Cedar Street from Fourth Street in Wallace, Idaho. Numerous buildings and businesses line the street, which has cars parked on it.",buildings; automobiles; businesses,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.472433,-115.925842,B63,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white print,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1625,1625,1626.jp2,/bar-stock/image/1626.jp2,barstock1625
Congregational Church [01],"Barnard Studio (Wallace, Idaho)",1915,yes,"Exterior view of the Congregational Church in Wallace, Idaho. There is a hotel on its left and houses on the hill behind it.",churches; hotels; houses,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.471815,-115.926937,B64-1,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white print,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1626,1626,1627.jp2,/bar-stock/image/1627.jp2,barstock1626
Coeur d'Alene Mission [02],"Barnard Studio (Wallace, Idaho)",1926-10-17,,"View of the Coeur d'Alene Mission of the Sacred Heart in the distance, across a body of water. Found in Cataldo, Idaho.",missions,,,United States - Idaho - Shoshone County - Cataldo,Cataldo,47.5511,-116.356202,B61,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1627,1627,1628.jp2,/bar-stock/image/1628.jp2,barstock1627
Congregational Church [02],"Barnard Studio (Wallace, Idaho)",1915,yes,"Exterior view of the Congregational Church in Wallace, Idaho. The church sits on the corner of the street, with a hotel next to it.",churches; hotels,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.471461,-115.925386,B64-2,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1628,1628,1629.jp2,/bar-stock/image/1629.jp2,barstock1628
Congregational Church [03],"Barnard Studio (Wallace, Idaho)",1945,yes,"Exterior view of the Congregational Church in Wallace, Idaho. The church sits on the corner of the street, and has a few cars and a man in front of it.",churches; automobiles,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.471765,-115.925161,B64-3,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",4x5 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1629,1629,1630.jp2,/bar-stock/image/1630.jp2,barstock1629
Snow Plow [02],"Barnard Studio (Wallace, Idaho)",1927-05-07,,The rotary snow plow plowing snow on Summit Road.,snowplows; snow,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.478551,-115.921862,B65-1,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",4x5 black and white film copy negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1630,1630,1631.jp2,/bar-stock/image/1631.jp2,barstock1630
Snow Plow [01],"Barnard Studio (Wallace, Idaho)",1927-05-07,,The rotary snow plow plowing snow on Summit Road.,snowplows; snow,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.478965,-115.924505,B65-2,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",4x5 black and white film copy negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1631,1631,1632.jp2,/bar-stock/image/1632.jp2,barstock1631
Cataldo Bridge [02],"Barnard Studio (Wallace, Idaho)",1926-10-17,,"The point below Cataldo Bridge, with a roadway running along the side.",points; roads,,,United States - Idaho - Shoshone County - Cataldo,Cataldo,47.552171,-116.360357,B66,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",4x5 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1632,1632,1633.jp2,/bar-stock/image/1633.jp2,barstock1632
