title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,standardized rights,format original,type,format,cdmid,contentdm file name,objectid
Elk hunting [01],A hunter sits from a post high above the ground with a rifle waiting for elk.,1903,yes,hunters; rifles; caps;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 328",PG26-S3-019,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,415,416.jp2,stonebraker415
Mill construction near Thunder Mountain,Mill building being constructed in the snow near Thunder Mountain.,1902,yes,mills (buildings); winter; snow; mining; exterior views;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 251",PG26-S2-023,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,416,417.jp2,stonebraker416
Scenic view of mountains [02],View of forested rolling hills.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 329",PG26-S3-020,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,417,418.jp2,stonebraker417
Scenic view of mountains [03],View of a mountain range and forested hills.,1905,yes,mountains,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 330",PG26-S3-021,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,418,419.jp2,stonebraker418
Hunting near Thunder Mountain [05],A man holds a rifle and poses with his deer trophy.,1926,yes,forests; hunting; guns; rifles; deer; carcasses; hunting trophies;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 331",PG26-S3-022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,419,420.jp2,stonebraker419
Hunting near Thunder Mountain [06],A man dressed in a jacket and a hat poses near a horse in a forested area.,1926,yes,forests; horses; hunting;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 332",PG26-S3-023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,420,421.jp2,stonebraker420
Train platform [03],A man in a tie and a newsboy cap stands near the train tracks with a passenger car in the background.,1903,yes,railroad stations; passenger cars;,46.228537,-116.025496,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 333",PG26-S3-024,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,421,422.jp2,stonebraker421
Scenic view of Fish Lake [01],View of the lake with log debris in the foreground.,1903,yes,lakes;; mountains; dams;,45.389394,-115.319701,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 334",PG26-S3-025,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,422,423.jp2,stonebraker422
Camping near Thunder Mountain [03],Men stand near tents and camping supplies deep in a forested area.,1903,yes,forests; camp sites; tents; log cabins;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 335",PG26-S3-026,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,423,424.jp2,stonebraker423
Scenic view of mountains [04],View of rolling forested hills with mountains fading into the background. Snow can be seen on the ground.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 336",PG26-S3-027,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,424,425.jp2,stonebraker424
Train platform [04],A man in a tie and a newsboy cap stands at the train station with a passenger car in the background.,1903,yes,railroad stations; passenger cars;,46.228537,-116.025496,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 337",PG26-S3-028,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,425,426.jp2,stonebraker425
Hunting for deer [04],Two deer carcasses hang from a porch beam at the Stonebraker ranch.,1928,yes,log cabins; hunting; carcasses; deer;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 338",PG26-S3-029,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,426,427.jp2,stonebraker426
Man sleeping near corral,A man lays on top of a blanket on the ground near the corral at Stonebraker Ranch. A wagon and a clothesline are in the background.,1928,yes,corrals; wagons; laundry;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 339",PG26-S3-030,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,427,428.jp2,stonebraker427
