title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Robert E. Caron receives the Idaho Congress of Parents & Teachers Certificate of Merit,President Ernest W. Hartung congratulates University of Idaho student Robert E. Caron upon receiving the Idaho Congress of Parents & Teachers Certificate of Merit.,1966,,awards; honors,Academics,Awards,46.725934,-117.011519,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-40,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1705,1705,1706.jp2,/pg2/image/1706.jp2,pg21705
Russell Thomas Moore receives the North Idaho Forestry Association award,President Ernest W. Hartung congratulates University of Idaho student Russell Thomas Moore upon receiving the North Idaho Forestry Association award.,1966,,awards; honors; forestry,Academics,Awards,46.725952,-117.010932,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-41,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1706,1706,1707.jp2,/pg2/image/1707.jp2,pg21706
"Thomas Richard Soderling receiving the Merck & Co., Inc. award","President Ernest W. Hartung congratulates University of Idaho student Thomas Richard Soderling upon receiving the Merck & Co., Inc. award.",1966,,awards; honors,Academics,Awards,46.725495,-117.010846,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-42,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1707,1707,1708.jp2,/pg2/image/1708.jp2,pg21707
Gary Ronald Shramek receives the Raymond J. Briggs award,President Ernest W. Hartung congratulates University of Idaho student Gary Ronald Shramek upon receiving the Raymond J. Briggs award.,1966,,awards; honors,Academics,Awards,46.72538,-117.010932,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-43,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1708,1708,1709.jp2,/pg2/image/1709.jp2,pg21708
Charles Lee Davis receives two certificates of merit from the College of Law,President Ernest W. Hartung congratulates University of Idaho student Charles Lee Davis upon receiving two certificates of merit in the College of Law.,1966,,awards; honors,Academics,Awards,46.725303,-117.010819,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-44,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1709,1709,1710.jp2,/pg2/image/1710.jp2,pg21709
Alfred Susu of Nigeria receives a certificate of meritorious achievement from the African-American Institute,President Ernest W. Hartung congratulates University of Idaho student Alfred Susu of Nigeria upon receiving a Certificate of Meritorious Achievement from the African-American Institute.,1966,,awards; honors,Academics,Awards,46.72534,-117.011076,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-45,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1710,1710,1711.jp2,/pg2/image/1711.jp2,pg21710
Robert Alan Pene receives the Wall Street Journal award,President Ernest W. Hartung congratulates University of Idaho student Robert Alan Pene upon receiving the Wall Street Journal award.,1966,,awards; honors,Academics,Awards,46.72529,-117.011216,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-46,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1711,1711,1712.jp2,/pg2/image/1712.jp2,pg21711
Dr. Erwin Graue receives a certificate of appreciation from California-Pacific Utilities Co.,"Dr. Erwin Graue (right), professor of economics at University of Idaho, receives a certificate of appreciation from D. M. Pritchett, assistant to the president of California-Pacific Utilities Co.",1961,,awards; honors,Academics,Awards,46.725352,-117.011311,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-47,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1712,1712,1713.jp2,/pg2/image/1713.jp2,pg21712
Bob Bunting receives the Streibick & Roberts award,Dean David Kendrick presents University of Idaho student Bob Bunting with the Streibick & Roberts award.,1960,,awards; honors,Academics,Awards,46.727169,-117.010431,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-48,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x7 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1713,1713,1714.jp2,/pg2/image/1714.jp2,pg21713
President Ernest Hartung receives a letter of appreciation for his accomplishments and policies,"President Ernest Hartung receives a formal letter of appreciation for his accomplishments and policies. Individuals identified as listed from left to right: Dick Beck, William P. Barnes, Dr. Hartung, Martin Rathbun, E.V. Samuelson. Copy of letter on back of mount",1969,,awards; honors,Academics,Awards,46.725595,-117.011002,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-49,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1714,1714,1715.jp2,/pg2/image/1715.jp2,pg21714
Robert Edward Farnam receives Phi Delta award,Dean Menard presents the Phi Delta award to University of Idaho student Robert Edward Farnam.,1969,,awards; honors,Academics,Awards,46.727203,-117.010041,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-50,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1715,1715,1716.jp2,/pg2/image/1716.jp2,pg21715
President Jesse E. Buchanan meets seven oustanding seniors,"University of Idaho President Jesse E. Buchanan meets seven seniors who received special awards at commencement exercises. Individuals identified as listed. Left to right: Frank Burford, Calvin Burns, Sheila Janssen, John Thomas, Erlene Clyde, Graham McMullin, Richard Johnston",1953,,awards; honors,Academics,Awards,46.725373,-117.011016,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1716,1716,1717.jp2,/pg2/image/1717.jp2,pg21716
