title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
Near Bobtail Creek Basin,"Cox, W.T.",1904,,"This image is part of a document titled 'Report upon the proposed Salmon River Forest and additions to Sawtooth, Bitterroot, and Lemhi Reserves, Idaho.' Collected by William T. Cox, 1904.",mountains; ranges; creeks; peaks; points; basins; valleys; forests; landscapes; panoramas; national forests,Salmon-Challis National Forest;Idaho;United States,,45.07919,-114.707065,,57031-57032,United States Forest Service,OGDEN22,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,588,archivalidaho588
"Powell Ranger Station, barn","Fox, W. Jr.",1934,,"Powell Ranger Station, barn",ranger stations; guard stations; log; buildings; cabins; national forests; wilderness,Nez Perce-Clearwater National Forest;Idaho;United States,,46.509887,-114.711219,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics15a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,589,archivalidaho589
Cars parked for picnic and community garden inspection,,1937,yes,Photo caption: 'This crowd arrived for the picnic and inspection.' A line of cars and are park along forest edge. This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; people; garden; cars; gatherings; celebrations,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 13,,,NARA16DC074b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,590,archivalidaho590
Train at Minidoka Station,,1909,,"Photo text: 'Unloading baggage and passengers at Minidoka station for Rupert, Burley and other towns.' Note: This image is part of records for Bureau of Reclamation projects.",Bureau of Reclamation; train stations; trains; people; luggage; travel,Minidoka;Idaho;United States,,42.755364,-113.495567,NARA College Park; Still Photo Branch; RG 115 JO-Minidoka Project; Box 90,,,NARA16DC198,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,591,archivalidaho591
Unloading plane with Camas Creek bridge at Thomas Creek Field,,1954,,Unloading plane with Camas Creek bridge at Thomas Creek Field,national forests; planes; air fields; air strips; landing fields; landing strips; supplies; people,Salmon-Challis National Forest;Idaho;United States,,44.72384,-114.998351,,,,Sal13Chal92,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,592,archivalidaho592
View of the Crags from Welcome Lake,"Carlson, G.W.",1962,,"Photo text: 'Special Zone. Aug. 14, 1962.'",national forests; aerials; crags; mountains; peaks; points; lakes,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness; Crags; Big Horn Crags; Crag country; Crags Recreation Area; lakes,45.128011,-114.591003,,,United States Forest Service,IntermtnPics117,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,593,archivalidaho593
Arrow Rock Dam and surrounding hills,"Stevens, A.W. Capt.",1925,,Photo text: 'Taken on Flying Circus Trip - 1919.' This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; dams; rivers; reservoirs,Arrowrock Dam;Idaho;United States,,43.5957,-115.922763,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army11,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,594,archivalidaho594
Man and crops on Henchied Ranch,,1909,,"Photo text: 'Growing corn, grain, and potatoes on Henchied Ranch, near Rupert, Idaho.' Note: This image is part of records for Bureau of Reclamation projects.",Bureau of Reclamation; ranches; buildings; fields; potatoes; agriculture,Rupert;Idaho;United States,,42.623724,-113.660302,NARA College Park; Still Photo Branch; RG 115 JO-Minidoka Project; Box 90,,,NARA16DC202,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,595,archivalidaho595
"Bunker Hill Mill, Kellogg",National Guard,1938,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; industry; natural resources; minerals; mines; mining,Kellogg;Idaho;United States,,47.51167,-116.14417,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army36,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,596,archivalidaho596
"Foreman's School Class, Ada County",,1937,yes,Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; training; people; class,Boise;Idaho;United States,,43.544839,-116.21794,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC191,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,597,archivalidaho597
Cattle trail to Bear Valley,,1926,,"Photo text: 'May 27, 1926.'",national forests; cattle; trails; livestock,Bear Valley;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,44.410913,-115.37207,,210220,United States Forest Service,IntermtnPics9,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,598,archivalidaho598
Fallen trees after burn,"Morris, W.W.",1910,yes,Photo text: 'The mighty had fallen.' This image is part of a pictorial narrative by William W. Morris titled 'Experiences on a National Forest'.,national forests; fires; forest fires; burns; big burn,Coeur d'Alene National Forest;Idaho;United States,,47.762646,-116.38998,,,United States Forest Service,pic_2014-09-30_005019,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,599,archivalidaho599
