objectid,identifier,title,description,creator,staff,relation,date,date is approximate,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path
womenscenter271,ug71_b11_f381-005c,Early Women's Works Arts and Crafts Fair in the Women's Center,"Several women sitting and standing during an early Womens Work Arts and Crafts Fair in the Women's Center in the old Journalism building on the corner of Line Street and Idaho Avenue. Amy Wilson (wearing a brown plaid shirt) talks to two unidentified women in the background. Gwen Snow is seated in the foreground. The event was started by Rebecca Rod, a local potter and later the U of I's first LGBTQ Program Coordinator.",,,,,,crafts (arts genre); pottery (visual works); jewelry,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/270,270,490.jp2,/womenscenter/image/490.jp2
womenscenter272,ug71_b11_f382-032a,Fun Run [30],Two people smiling for the camera.,,,,1997,yes,women; smiling; races (events),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/271,271,392.jp2,/womenscenter/image/392.jp2
womenscenter273,ug71_b11_f384-004,Susan Palmer and Ann Neel [01],Susan Palmer and Ann Neel standing outside the Tutoring and Academic Assistance Center and Women's Center.,,,,1999,yes,women; smiling; buildings,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/272,272,442.jp2,/womenscenter/image/442.jp2
womenscenter274,ug71_b11_f378-028,Several women standing together after Elisabeth Zinser's inauguration,"Several women standing together after Elisabeth Zinser's inauguration. Left to right: Kathy Clark, Elisabeth Zinser, and Virginia Wolf.",,,,1990-04-06,,events (activities); ribbons (materials); jewelry,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/273,273,345.jp2,/womenscenter/image/345.jp2
womenscenter275,ug71_b11_f381-030b,Wedding scene [02],"A group of people standing near each other. The event appears to be a wedding, with bridesmaids on the left and groomsmen on the right, and the bride and groom in the center.",,,,,,decorations (ornamental works); weddings (ceremonies); brides; bridegrooms,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/274,274,457.jp2,/womenscenter/image/457.jp2
womenscenter276,ug71_b11_f382-017,Fun Run [05],"A group of men, most wearing bathrobes.",,,ug71_b11_f382-036b.jpg,1997,yes,men; bathrobes; smiling,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/275,275,230.jp2,/womenscenter/image/230.jp2
womenscenter277,ug71_b11_f385-001,"Valerie Russo, Jill Anderson, and Chaucey Wittinger raising champagne glasses [01]","From left to right: Valerie Russo, Jill Anderson, and Chaucey Wittinger raising champagne glasses. Women's Center relocation from the Old Journalism Building to the Theatre Annex, Summer 2000.",,,ug71_b11_f381-002.jpg,2000-05,yes,women; glassware; beverages,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,slide,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/276,276,511.jp2,/womenscenter/image/511.jp2
womenscenter278,ug71_b11_f378-001,Mariam Moos,Mariam Moos at a desk covered in newspapers.,,,,1990,yes,newspapers; desks; women,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/277,277,76.jp2,/womenscenter/image/76.jp2
womenscenter279,ug71_b11_f382-037c,Fun Run [49],A group of people line up to receive race numbers.,,,,1997,yes,waiting; races (events); anonymous people,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/278,278,258.jp2,/womenscenter/image/258.jp2
womenscenter280,ug71_f364-1986sepoct,Women's Center September-October Programs,"The September/October 1986 issue of the Women's Center Newsletter, titled ""Women's Center September-October Programs.""",Women's Center,"Thomas, Betsy; Caster, Carolyn; Carlson, Cindy; Bressette, Vicki; Eakin, Pam; Folk, Susan; Hecker, Mary; Saindon, Linn; Scannell, Serra; Stroud, Karleen",,1986-09,,mammography; trivia game; churches (institutions),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/279,279,80.pdf,/womenscenter/image/80.pdf
womenscenter281,ug71_b11_f382-031b,Fun Run [27],A man running towards the finish line. People are getting into a car behind him.,,,,1997,yes,running (physical activity); cars (automobiles); races (events),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/280,280,86.jp2,/womenscenter/image/86.jp2
womenscenter282,ug71_b11_f382-022,Fun Run [10],Two women and a dog walking towards the camera.,,,ug71_b11_f382-028a.jpg,1997,yes,races (events); walking; dogs (species),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/281,281,417.jp2,/womenscenter/image/417.jp2
womenscenter283,ug71_f364-1986novdec,Women's Center November/December Programs 1986,"The November/December 1986 issue of the Women's Center Newsletter, titled ""Women's Center November/December Programs 1986.""",Women's Center,"Thomas, Betsy; Caster, Carolyn; Carlson, Cindy; Bressette, Vicki; Folk, Susan; Hecker, Mary; Saindon, Linn; Scannell, Serra; Stroud, Karleen",,1986-11,,poetry; taxes (political concept); scholarships,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/282,282,378.pdf,/womenscenter/image/378.pdf
