title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Chet Yangel in the Potlatch Lumber Company office in Bovill, Idaho","Chet Yangel sits at a desk in the Potlatch Lumber Company office in Bovill, Idaho.",,1910,yes,men; typewriters; desks; calendars; stoves; lamps; chairs; ducts;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-193,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/159,159,40.jp2,/treesgrewtall/image/40.jp2,trees159
Pete Olson and friend,Pete Olson (right) with friend. Both in cowboy garb.,,1905,yes,chaps; angora; cowboy boots; cowboy hats; kerchiefs; holsters; cuffs; cartridge belts; belts; men; pocket pistols; belt pistols; costumes;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-066,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/160,160,13.jp2,/treesgrewtall/image/13.jp2,trees160
Two girls on horseback in front of the Bovill Hotel,"Two young girls sit on horseback  in front of the Bovill Hotel. The girl on the left is thought to be Dorothy Bovill, and the girl on the right is thought to be Gwendolyn Bovill.",,1905,yes,horses; girls; saddles; hotels; stirrups; horse blankets; cottages; fences; stairs; porches; windows; cabins; log buildings; main streets;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-234,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/161,161,237.jp2,/treesgrewtall/image/237.jp2,trees161
"Stockwell Rooming House, Bovill, Idaho","On Park Avenue near the north edge of town. This building burned down in late 1912 or early 1913, not long after fire destroyed the Groh store. A group of unidentified people stand in front of the house.",,1905,yes,boardinghouses; porches; stairs; group portraits; clapboards; windows; men; women; children; tenants; boarders; pets; dogs;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-240,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/162,162,202.jp2,/treesgrewtall/image/202.jp2,trees162
Ansel and Maude Freel,Ansel and Maude Freel pictured in formal wear. Ansel Freel was automotive mechanic for Potlatch Lumber Company.,,1900,yes,couple portraits; bowties; husbands; wives; forests; formal dress;,,,,John B. Miller,pg12-099,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/163,163,210.jp2,/treesgrewtall/image/210.jp2,trees163
Aerial view of CCC camps at Badger Meadow,"Aerial view of CCC camps at Badger Meadow, near Bovill, Idaho.",,1933,yes,aerial photographs; camps; dry conifer forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-216,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/164,164,233.jp2,/treesgrewtall/image/233.jp2,trees164
Sketch of Sitting Bull,A pen and ink sketch of Sitting Bull done by Charlotte Bovill.,,n.d.,,pen and ink drawings; portraits; men; chiefs; native americans; Lakota;,,,,John B. Miller,pg12-231,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/165,165,173.jp2,/treesgrewtall/image/173.jp2,trees165
Bovill residents on porch,"Standing, from left: Margaret Gonderman, Mrs. Fred Lane, Mrs. Pat Connelly. Seated: Gus Verdon, Mrs. Verndon, and Anna Connelly.",,1910,yes,men; women; children; porches; doors; clapboards;,,,,John B. Miller,pg12-131,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/166,166,231.jp2,/treesgrewtall/image/231.jp2,trees166
Hugh and Charlotte Bovill in canoes,Hugh and Charlotte Bovill pictured rowing canoes through a flooded meadow,,1905,yes,men; women; canoes; meadows; floods; fences; forests; oars; forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-020,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7.5x8.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/167,167,30.jp2,/treesgrewtall/image/30.jp2,trees167
Log loaders at work,"Maggie pushes her companion loader, Maude, forward to a working site.",,1916,yes,lumberyards; steam engines; winches; cranes; cables; rigging; engine houses; boxcars; flatcars; railway stations; depots; Cedrus deodora;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-206,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/168,168,109.jp2,/treesgrewtall/image/109.jp2,trees168
A bundle of logs is lifted by a marion jammer,"A bundle of logs is lifted by a marion jammer. A marion or a jammer slides from car to car, by means of a winch, during the loading process. At each new stop, it loads the space just vacated. The fundamental difference was the swinging boom on the marion, as opposed to a fixed boom on the jammer.",,1910,yes,Steam engines; spars; cables; flatcars; logs; timber; railway tracks; loggers; engine houses; engineers; lumberyards;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-190,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x8.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/169,169,196.jp2,/treesgrewtall/image/196.jp2,trees169
Jansville store and postal drop,"Left to right: Mrs. Russ Lawrence, Ellis Lawrence, Floyd Lawrence, Liz Manson, Warren Lawrence, Edith Lawrence, George Lawrence, G.B. (Russ) Lawrence. A packing box for Pearl Oil (kerosene) is in the foreground.",,1905,yes,storefronts; porches; loading docks; sheds; men; women; children; barrels; crates;,"Latah County, Idaho",46.853045,-116.363595,John B. Miller,pg12-041,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/170,170,98.jp2,/treesgrewtall/image/98.jp2,trees170
"R.G. Morris in Elk River, Idaho",R.G. Morris standing near his garage in Elk River. Elk River Hospital in background.,,1905,yes,snow; men; hospitals; garages; utility poles;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-117,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/171,171,73.jp2,/treesgrewtall/image/73.jp2,trees171
Potlatch Lumber Company's Camp 8 [1],"Potlatch Lumber Company's Camp 8 near Bovill, Idaho. Log storage and cabins in background. Copy of a photo in 'Potlatch Lumber Company' booklet.",,1906,yes,ponds; sawmills; storage; logs; timber; dry conifer forests; residences; company towns;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-159,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/172,172,12.jp2,/treesgrewtall/image/12.jp2,trees172
"Nez Perce Indians near Bovill, Idaho","Nez Perce Indians near Bovill, Idaho.",,1905,yes,families;  Nez Percé; women; children; horses; infants; saddles;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-232,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/173,173,16.jp2,/treesgrewtall/image/16.jp2,trees173
"The Potlatch River bridge near Bovill, Idaho",Two women and two children stand on a bridge over the Potlatch River.,,1905,yes,beam bridges; women; children; girls; rivers; shrubs;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-233,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/174,174,54.jp2,/treesgrewtall/image/54.jp2,trees174
"Elk River, Idaho","Buildings are identified in book caption: 'This is Elk River about 1915, as seen from the hill at the hospital. The prominent building toward the left, with steeple and dark gable is the Community Church. Beyond and to the left of it at the far edge of town and identified by a small belfry, is the school. The gymnasium is the large building beyond the church and to its right. Near the photo center, white and square, is the Morris Drug. Toward the camera from the drugstore is the meat market (gabled windows), which was run by Jockheck. Eastward across the street are other stores, the bank, and post office. The Catholic church stands prominently of the farther hillslope, with Shattuck Butte behind behind {sic} it. Well to the right are Potlatch buildings, the railroad tracks, and the lumber yards of the mill.'",,1915,yes,panoramas; main streets; towns; schools; churches; dwellings; forests; sawmills; banks; markets; gymnasiums; drugstores; lumberyards; dry lumber; railway tracks; company towns;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-116,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/175,175,99.jp2,/treesgrewtall/image/99.jp2,trees175
