title,description,date,subject,coverage-spatial,relation - is part of,source,identifier,digital identifier,rights,rights (standardized),original format,type,format,language,digitization specifications,date-digital,date-modified,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"Full scrapbook page, page 34: hillside construction in Kooskia",Photographs of interned workers during hillside construction projects. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A page from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 34",103-34,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,12-3/4 x 15-1/4 photo album page,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/906,906,907.jpg,/spec_kic/image/907.jpg,kooskia906
Men on hillside near Kooskia,Image of men at construction site standing on a hillside at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 34",103-34c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3-1/2 x 6-1/2 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/907,907,908.jpg,/spec_kic/image/908.jpg,kooskia907
Men working on hillside with jackhammer near Kooskia,Image of two men working on a construction project on hillside at Kooskia Internment Camp; one is pictured using a jackhammer. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 34",103-34d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3-1/2 x  3-1/8 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/908,908,909.jpg,/spec_kic/image/909.jpg,kooskia908
Men with shovels near Kooskia,Image of two men at construction site with pickaxes and shovels at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 34",103-34b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5-1/2 x 4 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/909,909,910.jpg,/spec_kic/image/910.jpg,kooskia909
Digging on hillside near Kooskia,Image of men working on hillside with shovels at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 33",103-33a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3-7/8 x 2-3/4 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/910,910,911.jpg,/spec_kic/image/911.jpg,kooskia910
"Full scrapbook page, page 35: construction outside Kooskia","Workers are seen completing construction projects, mostly drilling into hillsides for blasting projects, near the Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.",1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A page from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 35",103-35,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,12-3/4 x 15-1/4 photo album page,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/911,911,912.jpg,/spec_kic/image/912.jpg,kooskia911
Construction work near Kooskia with men drilling into cliff face,Image of three men working with construction equipment at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 35",103-35b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4-1/2 x 3-2/4 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/912,912,913.jpg,/spec_kic/image/913.jpg,kooskia912
Construction work by Lochsa River near Kooskia,Image of three men from Kooskia Internment Camp working with construction equipment. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 35",103-35c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5-1/4 x 3-3/4 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/913,913,914.jpg,/spec_kic/image/914.jpg,kooskia913
Jackhammer outside Kooskia,Image of  three men from Kooskia Internment Camp using jackhammer and other construction equipment.. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 36",103-36a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6-1/8 x 4-3/8 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/914,914,915.jpg,/spec_kic/image/915.jpg,kooskia914
Construction on hillside outside Kooskia,Image of men on hillside with shovels and water bag at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,1943/1944,"Japanese Americans -- Evacuation and relocation, 1942-1945; Kooskia (Idaho); World War, 1939-1945 -- Concentration camps -- Idaho -- Kooskia;",United States--Idaho--Idaho County,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, Scrapbook page 36",103-36c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3-1/2 x 4-6/8 black and white photograph,Image;StillImage,image/jpg,eng,"250dpi, compressed, grayscale jpg (displayed), Archival Master is a 600 dpi TIFF",2005-05,2009-08,,,2014-02-19,2018-02-23,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kic/id/915,915,916.jpg,/spec_kic/image/916.jpg,kooskia915
