title,description,creator,recipient,point of origin,date,date is approximate,subject,relation,latitude,longitude,digital collection,contributing institution,source,identifier,rights,rightsstatement,format original,type,digital format,language,file name,OCLC number,date created,date modified,reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Lawyers Canyon Bridge,Construction of the Lawyers Canyon railroad trestle.,Everett Watson,,,1908,,railroads (infrastructure); trestles; constructions; trees; canyons;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F31_003,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/327,327,374.jp2,/riegger/image/374.jp2,riegger327
Engineer Odell and Fireman Cash,"A photograph of Engineer Odell (in the gangway), and Fireman Cash inside of NP&I 9.","Nixon, Ron",,,1951-05-22,,freight trains; railroads (infrastructure);,,46.241535,-116.467331,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_021,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/328,328,418.jp2,/riegger/image/418.jp2,riegger328
NP 347 At Lewiston,"A photograph of Northern Pacific Train engine no. 347 at Lewiston Train Yards in 1931, Northern Pacific's last class E-3. NP and UP power was used on the Camas Prairie Railroad.","Nixon, Ron",,,1905-04-14,,freight trains; railroads (infrastructure);,,46.632302,-117.80148,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_002,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/329,329,15.jp2,/riegger/image/15.jp2,riegger329
Construction Machinery On Bridge 38,A photograph of railroad construction machinery sitting on bridge 38 of the Camas Prairie Railroad.,"Cash, Earl",,,1905-04-25,,construction (assembling); freight trains; railroads (infrastructure);,,46.151777,-116.390602,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_024,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/330,330,372.jp2,/riegger/image/372.jp2,riegger330
Tunnel Construction and Crew,Tunnel construction and crew from Grangeville Line,Winchester Museum,,,,,tunnels; crews;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F33_016,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/331,331,7.jp2,/riegger/image/7.jp2,riegger331
Train Motor Headed For Terminal,"A photograph of train engine #3217 just coming in from Riparia with train #74. The picture takes place at the west end of the East Lewiston Train Yard, the engine on its way to the engine terminal.","Hastings, Phil",,,1950-10-03,,freight trains;,,46.40035,-117.004475,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/332,332,152.jp2,/riegger/image/152.jp2,riegger332
Freight Train Along The River,A photograph of a train moving alongside a river with several rolling hills adorned with trees and jagged rocks in the background.,"Butler, Alfred",,,,,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/333,333,136.jp2,/riegger/image/136.jp2,riegger333
Tunnel No. 2 Lewiston-Grangeville,A postcard of Tunnel No. 2 on the Lewiston-Grangeville line of the Camas Prairie Railroad.,"Bell, Lillian M.",,,1908,yes,freight trains;,,46.400485,-117.00087,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_010,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/334,334,205.jp2,/riegger/image/205.jp2,riegger334
Harold Pond Interview Transcript,Transcript from Hal Riegger's interview with retired Camas Prairie railroad engineer Harold Pond.,,,,,,railroads;engineers;interviews;wrecks;transcripts;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Transcipt,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/335,335,303.pdf,/riegger/image/303.pdf,riegger335
Paper Copy of Photograph of Train Engine #77,"A paper copy of a photograph of Train Engine #77, belonging to Union Pacific Camas Prairie, carrying a large lumber load.","Butler, Al","Riegger, Hal",United States; Idaho;,1905-04-09,yes,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_021,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/336,336,424.jp2,/riegger/image/424.jp2,riegger336
Rotary Snow Plow at Work,"A photograph of a rotary snow plow at work at Fenn, Idaho on the Camas Railroad Company.","Banks, Herb",,,1948-02-10,,freight trains;,,45.963127,-116.256833,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/337,337,474.jp2,/riegger/image/474.jp2,riegger337
"Statement of Intent from Hal Reigger to Earl Cash, July 19, 1981","A Statement of Intent from Hal Reigger to Earl Cash regarding the borrowing of his photographs, in order to officiate and document the borrowing of photographs, as well as contractually bind the responsibility of returning the photographs.","Riegger, Hal","Cash, Earl",United States; Washington; Asotin County; Clarkston;,1981-07-19,,freight trains; railroads (infrastructure); letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F15_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/338,338,108.pdf,/riegger/image/108.pdf,riegger338
Bridge Construction,A photograph of the beginning piles of a bridge across a specific canyon. A construction vehicle sits alongside the river in the background. Mountains stretch past the river in the background.,"Hermann, Dick",,,1963-03-20,,construction (assembling);,,46.066069,-118.345743,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F20_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/339,339,51.jp2,/riegger/image/51.jp2,riegger339
Construction On Bridge 38,Two railroad workers building the railroad atop bridge 38 on the Camas Prairie Railroad,"Cash, Earl",,,1905-04-16,,construction (assembling); freight trains; railroads (infrastructure);,,46.151777,-116.390602,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_023,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/340,340,28.jp2,/riegger/image/28.jp2,riegger340
"Letter from Hal Riegger to Patrick W. Stafford, November 14, 1984",A letter from Hal Riegger to Patrick W. Stafford in which Riegger requests further information on track laying records for the Northern Pacific Railroad in eastern Washington.,"Riegger, Hal","Stafford, Patrick W.",United States; California; Nevada County; Penn Valley;,1984-11-14,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_016,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/341,341,203.pdf,/riegger/image/203.pdf,riegger341
"Letter from Cominco Representative to Hal Reigger, June 5, 1980","Correspondence between an unidentified Cominco Representative and Hal Reigger, regarding Cominco's small collection of pictures on early railroading.",Cominco,"Riegger, Hal",Canada; British Columbia;,1908-06-05,,freight trains; railroads (infrastructure); letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F15_007,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/342,342,410.pdf,/riegger/image/410.pdf,riegger342
"Bridge 50.1, Kamiah Mine Fire [1]",A photograph of Bridge 50.1 on the Camas Prairie Railroad next to the Kamiah Mine. Smoke billows from a fire on the railroad bridge. People can be seen on the bridge walking toward the fire.,"Leiterman, Ray",,,1905-05-25,,freight trains;,,46.22694,-116.029859,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_014,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/343,343,356.jp2,/riegger/image/356.jp2,riegger343
NP&I Engine #3,NezPerce & Idaho Engine No. 3.,"Nixon, Ron",,,1905-05-03,yes,freight trains; railroads (infrastructure);,,46.242196,-116.472788,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_044,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/344,344,111.jp2,/riegger/image/111.jp2,riegger344
